Time (s)	Voltage (V)	Current (uA)
8.950000000000001	-0.847514	17.43257
8.96	-0.848014	4.644283
8.97	-0.848514	20.50858
8.98	-0.849014	23.61829
8.99	-0.849514	14.27199
9.0	-0.850014	-1.399048
9.01	-0.850514	19.04841
9.02	-0.851014	18.01246
9.03	-0.851514	12.5428
9.040000000000001	-0.852014	30.61075
9.05	-0.852514	15.95132
9.06	-0.853014	36.45705
9.07	-0.853514	-3.00488
9.08	-0.854014	31.60031
9.09	-0.854514	7.844058
9.1	-0.855014	16.66361
9.11	-0.855514	16.44372
9.120000000000001	-0.856014	12.14769
9.13	-0.856514	11.62899
9.14	-0.857014	6.459986
9.15	-0.857514	21.23738
9.16	-0.858014	-3.991802
9.17	-0.858514	35.82385
9.18	-0.859014	7.950225
9.19	-0.859514	14.22464
9.200000000000001	-0.860014	22.0998
9.21	-0.860514	3.781048
9.22	-0.861014	14.39431
9.23	-0.861514	19.92671
9.24	-0.862014	15.25887
9.25	-0.862514	13.10091
9.26	-0.863014	10.75039
9.27	-0.863515	30.46959
9.28	-0.864015	7.3673
9.290000000000001	-0.864515	20.6241
9.3	-0.865015	24.69743
9.31	-0.865515	20.80497
9.32	-0.866015	7.26654
9.33	-0.866515	24.67482
9.34	-0.867015	12.21881
9.35	-0.867515	13.43448
9.36	-0.868015	5.108333
9.370000000000001	-0.868515	20.35268
9.38	-0.869015	16.77864
9.39	-0.869515	28.84387
9.4	-0.870015	22.26657
9.41	-0.870515	18.92262
9.42	-0.871015	19.19957
9.43	-0.871515	20.31566
9.44	-0.872015	12.37978
9.450000000000001	-0.872515	28.55841
9.46	-0.873015	21.60182
9.47	-0.873515	18.76044
9.48	-0.874015	17.62661
9.49	-0.874515	22.16218
9.5	-0.875015	18.06715
9.51	-0.875515	18.91386
9.52	-0.876015	21.85435
9.53	-0.876515	18.53193
9.540000000000001	-0.877015	23.22669
9.55	-0.877515	7.691529
9.56	-0.878015	26.87428
9.57	-0.878515	19.88331
9.58	-0.879015	16.37024
9.59	-0.879515	7.504483
9.6	-0.880015	24.49515
9.61	-0.880515	19.89318
9.620000000000001	-0.881015	21.10485
9.63	-0.881515	24.47362
9.64	-0.882015	19.41251
9.65	-0.882515	28.53487
9.66	-0.883015	22.08957
9.67	-0.883515	39.03971
9.68	-0.884015	22.87288
9.69	-0.884515	15.16381
9.700000000000001	-0.885015	-0.218933
9.71	-0.885515	14.72512
9.72	-0.886015	26.0532
9.73	-0.886515	20.62018
9.74	-0.887015	23.25115
9.75	-0.887515	0.750798
9.76	-0.888015	14.54328
9.77	-0.888515	18.22295
9.78	-0.889015	17.40771
9.790000000000001	-0.889515	10.66886
9.8	-0.890015	12.71352
9.81	-0.890515	21.45292
9.82	-0.891015	13.63492
9.83	-0.891515	8.918573
9.84	-0.892015	21.70564
9.85	-0.892515	31.42757
9.86	-0.893015	12.20054
9.870000000000001	-0.893515	26.1189
9.88	-0.894015	12.63776
9.89	-0.894515	18.07132
9.9	-0.895016	23.44302
9.91	-0.895515	28.82562
9.92	-0.896015	10.34762
9.93	-0.896516	17.44377
9.94	-0.897016	22.64008
9.950000000000001	-0.897516	17.31026
9.96	-0.898016	5.278481
9.97	-0.898516	10.64333
9.98	-0.899016	19.41117
9.99	-0.899516	15.4882
10.0	-0.900016	22.49927
10.01	-0.900516	20.71493
10.02	-0.901016	18.51382
10.03	-0.901516	20.23023
10.040000000000001	-0.902016	12.62425
10.05	-0.902516	20.77541
10.06	-0.903016	20.0605
10.07	-0.903516	27.23482
10.08	-0.904016	18.82606
10.09	-0.904516	22.90711
10.1	-0.905016	31.47373
10.11	-0.905516	14.38507
10.120000000000001	-0.906016	6.370727
10.13	-0.906516	24.60307
10.14	-0.907016	19.32388
10.15	-0.907516	7.938056
10.16	-0.908016	13.06304
10.17	-0.908516	8.013334
10.18	-0.909016	20.42154
10.19	-0.909516	5.050394
10.200000000000001	-0.910016	18.97991
10.21	-0.910516	17.3998
10.22	-0.911016	18.57059
10.23	-0.911516	7.628218
10.24	-0.912016	8.728455
10.25	-0.912516	21.26414
10.26	-0.913016	14.45381
10.27	-0.913516	24.03967
10.28	-0.914016	29.04669
10.290000000000001	-0.914516	10.68297
10.3	-0.915016	23.19345
10.31	-0.915516	24.61915
10.32	-0.916016	16.97982
10.33	-0.916516	17.42447
10.34	-0.917016	15.65341
10.35	-0.917516	17.94787
10.36	-0.918016	24.33598
10.370000000000001	-0.918516	12.24655
10.38	-0.919016	10.98848
10.39	-0.919516	14.97909
10.4	-0.920016	20.1655
10.41	-0.920516	4.582902
10.42	-0.921016	7.919242
10.43	-0.921516	10.92982
10.44	-0.922016	-1.527239
10.450000000000001	-0.922516	8.147804
10.46	-0.923016	20.48612
10.47	-0.923516	29.29383
10.48	-0.924016	15.93966
10.49	-0.924516	18.85704
10.5	-0.925016	17.66505
10.51	-0.925516	22.51492
10.52	-0.926016	16.40673
10.53	-0.926516	21.27455
10.540000000000001	-0.927016	21.65684
10.55	-0.927516	5.108161
10.56	-0.928017	19.01122
10.57	-0.928517	-1.73991
10.58	-0.929017	18.43426
10.59	-0.929517	1.791651
10.6	-0.930017	12.41695
10.61	-0.930517	8.578387
10.620000000000001	-0.931017	23.33871
10.63	-0.931517	16.40476
10.64	-0.932017	19.09877
10.65	-0.932517	13.16829
10.66	-0.933017	10.16543
10.67	-0.933517	26.53654
10.68	-0.934017	28.14807
10.69	-0.934517	10.46438
10.700000000000001	-0.935017	8.665754
10.71	-0.935517	16.39214
10.72	-0.936017	-0.358334
10.73	-0.936517	18.00917
10.74	-0.937017	21.46152
10.75	-0.937517	13.4448
10.76	-0.938017	5.829345
10.77	-0.938517	15.08339
10.78	-0.939017	25.90837
10.790000000000001	-0.939517	15.91696
10.8	-0.940017	6.187867
10.81	-0.940517	15.27483
10.82	-0.941017	9.14474
10.83	-0.941517	10.16892
10.84	-0.942017	18.48631
10.85	-0.942517	5.48096
10.86	-0.943017	7.456697
10.870000000000001	-0.943517	22.28121
10.88	-0.944017	6.988784
10.89	-0.944517	26.72913
10.9	-0.945017	-0.489414
10.91	-0.945517	27.302
10.92	-0.946017	17.56971
10.93	-0.946517	9.0618
10.94	-0.947017	22.52584
10.950000000000001	-0.947517	8.460457
10.96	-0.948017	19.10621
10.97	-0.948517	1.172485
10.98	-0.949017	17.31357
10.99	-0.949517	20.79316
11.0	-0.950017	3.814219
11.01	-0.950517	7.382926
11.02	-0.951017	15.70693
11.03	-0.951517	5.085012
11.040000000000001	-0.952017	21.94522
11.05	-0.952517	28.28683
11.06	-0.953017	16.61733
11.07	-0.953517	24.75022
11.08	-0.954017	17.61832
11.09	-0.954517	14.85774
11.1	-0.955017	16.01903
11.11	-0.955517	28.16673
11.120000000000001	-0.956017	7.596267
11.13	-0.956517	16.84749
11.14	-0.957017	14.69246
11.15	-0.957517	15.14202
11.16	-0.958017	14.83147
11.17	-0.958517	24.45168
11.18	-0.959017	10.52408
11.19	-0.959518	16.47928
11.200000000000001	-0.960017	9.977503
11.21	-0.960517	9.250421
11.22	-0.961018	16.91023
11.23	-0.961518	28.46509
11.24	-0.962018	7.718683
11.25	-0.962518	5.206944
11.26	-0.963018	2.927567
11.27	-0.963518	11.7005
11.28	-0.964018	-2.667629
11.290000000000001	-0.964518	27.12981
11.3	-0.965018	26.21717
11.31	-0.965518	13.90831
11.32	-0.966018	15.03356
11.33	-0.966518	12.7943
11.34	-0.967018	20.26687
11.35	-0.967518	9.854837
11.36	-0.968018	25.72659
11.370000000000001	-0.968518	14.99393
11.38	-0.969018	18.42221
11.39	-0.969518	16.70083
11.4	-0.970018	19.42307
11.41	-0.970518	25.75752
11.42	-0.971018	20.47111
11.43	-0.971518	15.52206
11.44	-0.972018	9.76588
11.450000000000001	-0.972518	11.48443
11.46	-0.973018	8.546266
11.47	-0.973518	9.840436
11.48	-0.974018	9.854586
11.49	-0.974518	6.60298
11.5	-0.975018	15.85155
11.51	-0.975518	14.442
11.52	-0.976018	14.82174
11.53	-0.976518	13.83714
11.540000000000001	-0.977018	11.49692
11.55	-0.977518	10.21032
11.56	-0.978018	23.38414
11.57	-0.978518	12.09314
11.58	-0.979018	23.40619
11.59	-0.979518	14.40838
11.6	-0.980018	19.75901
11.61	-0.980518	18.72211
11.620000000000001	-0.981018	18.13163
11.63	-0.981518	8.613171
11.64	-0.982018	17.73693
11.65	-0.982518	15.32504
11.66	-0.983018	18.41756
11.67	-0.983518	14.85619
11.68	-0.984018	12.86339
11.69	-0.984518	18.50837
11.700000000000001	-0.985018	16.36754
11.71	-0.985518	10.3949
11.72	-0.986018	22.00646
11.73	-0.986518	14.73415
11.74	-0.987018	12.76443
11.75	-0.987518	11.1958
11.76	-0.988018	6.010234
11.77	-0.988518	12.7258
11.78	-0.989018	19.09169
11.790000000000001	-0.989518	13.0049
11.8	-0.990018	16.79512
11.81	-0.990518	12.16592
11.82	-0.991018	20.66078
11.83	-0.991518	10.1864
11.84	-0.992018	22.06199
11.85	-0.992519	11.75905
11.86	-0.993019	24.3364
11.870000000000001	-0.993519	13.36471
11.88	-0.994019	19.92323
11.89	-0.994519	14.92246
11.9	-0.995019	9.636476
11.91	-0.995519	11.19845
11.92	-0.996019	25.45557
11.93	-0.996519	10.02535
11.94	-0.997019	6.440761
11.950000000000001	-0.997519	20.02903
11.96	-0.998019	20.42141
11.97	-0.998519	19.61884
11.98	-0.999019	23.82403
11.99	-0.999519	18.27475
12.0	-1.000019	19.85007
12.01	-1.000519	15.86939
12.02	-1.001019	11.39762
12.030000000000001	-1.001519	9.122369
12.040000000000001	-1.002019	27.06249
12.05	-1.002519	-3.320893
12.06	-1.003019	14.43764
12.07	-1.003519	11.53845
12.08	-1.004019	16.73297
12.09	-1.004519	12.6618
12.1	-1.005019	11.67796
12.11	-1.005519	9.716297
12.120000000000001	-1.006019	22.05214
12.13	-1.006519	6.594961
12.14	-1.007019	11.86567
12.15	-1.007519	12.69936
12.16	-1.008019	15.40967
12.17	-1.008519	12.47554
12.18	-1.009019	20.38513
12.19	-1.009519	14.30327
12.200000000000001	-1.010019	15.00346
12.21	-1.010519	1.314502
12.22	-1.011019	-1.308754
12.23	-1.011519	20.52268
12.24	-1.012019	19.18393
12.25	-1.012519	15.59248
12.26	-1.013019	14.66672
12.27	-1.013519	22.94329
12.280000000000001	-1.014019	15.27678
12.290000000000001	-1.014519	11.72942
12.3	-1.015019	21.85953
12.31	-1.015519	8.811826
12.32	-1.016019	19.53064
12.33	-1.016519	5.03826
12.34	-1.017019	21.94624
12.35	-1.017519	26.74487
12.36	-1.018019	13.0322
12.370000000000001	-1.018519	15.32892
12.38	-1.019019	6.259691
12.39	-1.019519	19.36795
12.4	-1.020019	23.97326
12.41	-1.020519	17.2719
12.42	-1.021019	16.23988
12.43	-1.021519	12.08314
12.44	-1.022019	22.58221
12.450000000000001	-1.022519	9.422776
12.46	-1.023019	32.75974
12.47	-1.023519	4.452766
12.48	-1.024019	13.29613
12.49	-1.024519	15.2609
12.5	-1.02502	13.42367
12.51	-1.025519	29.51335
12.52	-1.026019	6.173058
12.530000000000001	-1.02652	13.6527
12.540000000000001	-1.02702	27.1145
12.55	-1.02752	20.05306
12.56	-1.02802	20.25577
12.57	-1.02852	5.341103
12.58	-1.02902	14.51681
12.59	-1.02952	17.5734
12.6	-1.03002	25.14621
12.61	-1.03052	31.04592
12.620000000000001	-1.03102	2.407087
12.63	-1.03152	16.99092
12.64	-1.03202	10.10193
12.65	-1.03252	18.13658
12.66	-1.03302	17.62916
12.67	-1.03352	13.60624
12.68	-1.03402	20.13419
12.69	-1.03452	19.60576
12.700000000000001	-1.03502	10.46128
12.71	-1.03552	12.06695
12.72	-1.03602	15.66599
12.73	-1.03652	4.562592
12.74	-1.03702	25.08269
12.75	-1.03752	13.79398
12.76	-1.03802	15.38963
12.77	-1.03852	3.430075
12.780000000000001	-1.03902	15.64255
12.790000000000001	-1.03952	30.51936
12.8	-1.04002	9.845459
12.81	-1.04052	4.889847
12.82	-1.04102	23.61131
12.83	-1.04152	12.43293
12.84	-1.04202	19.42542
12.85	-1.04252	12.88845
12.86	-1.04302	1.024692
12.870000000000001	-1.04352	0.850671
12.88	-1.04402	12.89811
12.89	-1.04452	20.4664
12.9	-1.04502	10.80263
12.91	-1.04552	19.23466
12.92	-1.04602	18.8947
12.93	-1.04652	18.44505
12.94	-1.04702	2.024019
12.950000000000001	-1.04752	19.29207
12.96	-1.04802	24.46912
12.97	-1.04852	20.22188
12.98	-1.04902	24.30398
12.99	-1.04952	7.471389
13.0	-1.05002	0.152891
13.01	-1.05052	18.44454
13.02	-1.05102	18.09077
13.030000000000001	-1.05152	7.089168
13.040000000000001	-1.05202	16.85119
13.05	-1.05252	4.605281
13.06	-1.05302	12.32018
13.07	-1.05352	13.41974
13.08	-1.05402	19.913
13.09	-1.05452	14.69566
13.1	-1.05502	10.0623
13.11	-1.05552	16.48995
13.120000000000001	-1.056021	30.55103
13.13	-1.05652	22.46173
13.14	-1.05702	7.049629
13.15	-1.057521	16.91843
13.16	-1.05802	10.74417
13.17	-1.058521	20.86201
13.18	-1.059021	25.84476
13.19	-1.059521	19.42538
13.200000000000001	-1.060021	26.73838
13.21	-1.060521	15.50258
13.22	-1.061021	17.31921
13.23	-1.061521	24.11168
13.24	-1.062021	25.63025
13.25	-1.062521	13.71802
13.26	-1.063021	8.101726
13.27	-1.063521	25.55327
13.280000000000001	-1.064021	7.570573
13.290000000000001	-1.064521	20.49633
13.3	-1.065021	14.07481
13.31	-1.065521	21.52514
13.32	-1.066021	16.72506
13.33	-1.066521	17.42166
13.34	-1.067021	17.03021
13.35	-1.067521	5.795072
13.36	-1.068021	10.03882
13.370000000000001	-1.068521	-9.136489
13.38	-1.069021	17.13585
13.39	-1.069521	5.849421
13.4	-1.070021	2.235856
13.41	-1.070521	11.22784
13.42	-1.071021	15.91719
13.43	-1.071521	18.0739
13.44	-1.072021	6.010186
13.450000000000001	-1.072521	19.71519
13.46	-1.073021	14.72503
13.47	-1.073521	5.945814
13.48	-1.074021	14.75537
13.49	-1.074521	25.17971
13.5	-1.075021	17.50309
13.51	-1.075521	13.02817
13.52	-1.076021	1.207332
13.530000000000001	-1.076521	10.22182
13.540000000000001	-1.077021	5.15545
13.55	-1.077521	4.612488
13.56	-1.078021	13.4818
13.57	-1.078521	21.80651
13.58	-1.079021	16.60779
13.59	-1.079521	11.8689
13.6	-1.080021	13.03677
13.61	-1.080521	-2.327174
13.620000000000001	-1.081021	12.9636
13.63	-1.081521	18.48767
13.64	-1.082021	20.72422
13.65	-1.082521	27.39189
13.66	-1.083021	5.137877
13.67	-1.083521	8.02496
13.68	-1.084021	21.68667
13.69	-1.084521	2.354133
13.700000000000001	-1.085021	14.47486
13.71	-1.085521	6.958141
13.72	-1.086021	29.91087
13.73	-1.086521	6.375258
13.74	-1.087021	18.29707
13.75	-1.087521	14.38646
13.76	-1.088021	5.104912
13.77	-1.088521	17.42908
13.780000000000001	-1.089021	21.53895
13.790000000000001	-1.089522	18.36653
13.8	-1.090021	15.33064
13.81	-1.090521	12.57459
13.82	-1.091022	11.11371
13.83	-1.091522	15.22135
13.84	-1.092022	9.331978
13.85	-1.092522	9.641922
13.86	-1.093022	18.22806
13.870000000000001	-1.093522	15.48496
13.88	-1.094022	14.38204
13.89	-1.094522	4.149055
13.9	-1.095022	4.929032
13.91	-1.095522	17.50436
13.92	-1.096022	26.03676
13.93	-1.096522	20.54693
13.94	-1.097022	17.71592
13.950000000000001	-1.097522	9.844909
13.96	-1.098022	34.12654
13.97	-1.098522	17.00462
13.98	-1.099022	16.45335
13.99	-1.099522	11.41124
14.0	-1.100022	1.127115
14.01	-1.100522	12.61781
14.02	-1.101022	16.86894
14.030000000000001	-1.101522	8.320113
14.040000000000001	-1.102022	19.37948
14.05	-1.102522	5.655194
14.06	-1.103022	11.82379
14.07	-1.103522	3.995909
14.08	-1.104022	24.70087
14.09	-1.104522	6.968105
14.1	-1.105022	5.497391
14.11	-1.105522	23.62483
14.120000000000001	-1.106022	13.98248
14.13	-1.106522	31.35793
14.14	-1.107022	7.237861
14.15	-1.107522	24.60553
14.16	-1.108022	22.12514
14.17	-1.108522	14.17707
14.18	-1.109022	12.02809
14.19	-1.109522	14.58603
14.200000000000001	-1.110022	1.703449
14.21	-1.110522	9.816358
14.22	-1.111022	21.74711
14.23	-1.111522	11.30805
14.24	-1.112022	14.99325
14.25	-1.112522	-2.29512
14.26	-1.113022	19.66234
14.27	-1.113522	0.784118
14.280000000000001	-1.114022	19.28215
14.290000000000001	-1.114522	18.13808
14.3	-1.115022	19.17486
14.31	-1.115522	18.56401
14.32	-1.116022	12.37988
14.33	-1.116522	14.82416
14.34	-1.117022	29.28333
14.35	-1.117522	5.217938
14.36	-1.118022	1.155803
14.370000000000001	-1.118522	-3.214004
14.38	-1.119022	0.117938
14.39	-1.119522	27.28787
14.4	-1.120022	13.23112
14.41	-1.120522	23.06751
14.42	-1.121022	24.35506
14.43	-1.121522	21.16654
14.44	-1.122023	7.610728
14.450000000000001	-1.122522	19.67937
14.46	-1.123023	5.926795
14.47	-1.123523	7.387256
14.48	-1.124023	17.61381
14.49	-1.124523	3.540981
14.5	-1.125023	12.48148
14.51	-1.125523	16.69615
14.52	-1.126023	8.250722
14.530000000000001	-1.126523	9.532956
14.540000000000001	-1.127023	17.70757
14.55	-1.127523	13.85519
14.56	-1.128023	12.94332
14.57	-1.128523	14.22395
14.58	-1.129023	10.72436
14.59	-1.129523	17.70086
14.6	-1.130023	11.85736
14.61	-1.130523	12.09358
14.620000000000001	-1.131023	12.38682
14.63	-1.131523	2.339547
14.64	-1.132023	17.65994
14.65	-1.132523	14.65085
14.66	-1.133023	28.67264
14.67	-1.133523	10.95993
14.68	-1.134023	7.499426
14.69	-1.134523	2.093875
14.700000000000001	-1.135023	17.53119
14.71	-1.135523	2.420852
14.72	-1.136023	3.981002
14.73	-1.136523	11.41783
14.74	-1.137023	3.140939
14.75	-1.137523	-0.547809
14.76	-1.138023	11.34548
14.77	-1.138523	4.330886
14.780000000000001	-1.139023	-1.733939
14.790000000000001	-1.139523	11.64166
14.8	-1.140023	4.555597
14.81	-1.140523	18.16603
14.82	-1.141023	15.69655
14.83	-1.141523	19.2794
14.84	-1.142023	5.897576
14.85	-1.142523	15.88339
14.86	-1.143023	7.7589
14.870000000000001	-1.143523	15.4583
14.88	-1.144023	25.25241
14.89	-1.144523	12.83877
14.9	-1.145023	7.958803
14.91	-1.145523	26.32708
14.92	-1.146023	13.9219
14.93	-1.146523	12.67713
14.94	-1.147023	7.057533
14.950000000000001	-1.147523	4.577835
14.96	-1.148023	24.05385
14.97	-1.148523	10.10285
14.98	-1.149023	13.04523
14.99	-1.149523	9.937906
15.0	-1.150023	7.239995
15.01	-1.150523	7.619986
15.02	-1.151023	16.66693
15.030000000000001	-1.151523	13.29624
15.040000000000001	-1.152023	21.60363
15.05	-1.152523	18.80309
15.06	-1.153023	1.460105
15.07	-1.153523	15.57447
15.08	-1.154024	4.500895
15.09	-1.154523	11.837
15.1	-1.155023	10.29771
15.11	-1.155524	14.54008
15.120000000000001	-1.156024	10.92209
15.13	-1.156524	10.19837
15.14	-1.157024	12.21824
15.15	-1.157524	2.364197
15.16	-1.158024	14.26009
15.17	-1.158524	22.086
15.18	-1.159024	20.27427
15.19	-1.159524	17.56624
15.200000000000001	-1.160024	3.606765
15.21	-1.160524	4.40395
15.22	-1.161024	12.21236
15.23	-1.161524	21.28973
15.24	-1.162024	-8.033689
15.25	-1.162524	14.79134
15.26	-1.163024	1.883347
15.27	-1.163524	8.555494
15.280000000000001	-1.164024	11.05749
15.290000000000001	-1.164524	22.16604
15.3	-1.165024	-1.743217
15.31	-1.165524	16.17023
15.32	-1.166024	21.96157
15.33	-1.166524	14.15618
15.34	-1.167024	14.42407
15.35	-1.167524	14.67465
15.36	-1.168024	7.088784
15.370000000000001	-1.168524	18.63065
15.38	-1.169024	16.30118
15.39	-1.169524	3.950707
15.4	-1.170024	12.34981
15.41	-1.170524	3.873496
15.42	-1.171024	4.640509
15.43	-1.171524	5.163917
15.44	-1.172024	14.3472
15.450000000000001	-1.172524	9.824284
15.46	-1.173024	30.42682
15.47	-1.173524	13.70794
15.48	-1.174024	10.26768
15.49	-1.174524	19.67605
15.5	-1.175024	11.33701
15.51	-1.175524	17.84278
15.52	-1.176024	7.068111
15.530000000000001	-1.176524	2.751764
15.540000000000001	-1.177024	9.232018
15.55	-1.177524	11.36281
15.56	-1.178024	11.14439
15.57	-1.178524	11.42899
15.58	-1.179024	2.115866
15.59	-1.179524	12.58587
15.6	-1.180024	11.01769
15.610000000000001	-1.180524	23.31893
15.620000000000001	-1.181024	1.136076
15.63	-1.181524	7.534732
15.64	-1.182024	10.43813
15.65	-1.182524	11.0963
15.66	-1.183024	7.256502
15.67	-1.183524	16.58024
15.68	-1.184024	5.582758
15.69	-1.184524	10.70376
15.700000000000001	-1.185024	0.464129
15.71	-1.185524	-5.278243
15.72	-1.186024	9.489753
15.73	-1.186525	18.61188
15.74	-1.187024	11.79463
15.75	-1.187525	25.25142
15.76	-1.188025	12.45143
15.77	-1.188524	5.531308
15.780000000000001	-1.189025	9.288635
15.790000000000001	-1.189525	9.396927
15.8	-1.190025	12.74105
15.81	-1.190525	15.83997
15.82	-1.191025	12.96049
15.83	-1.191525	12.57077
15.84	-1.192025	11.36855
15.85	-1.192525	14.31141
15.860000000000001	-1.193025	25.62249
15.870000000000001	-1.193525	24.31927
15.88	-1.194025	12.19007
15.89	-1.194525	12.2563
15.9	-1.195025	11.89985
15.91	-1.195525	15.10124
15.92	-1.196025	-3.036568
15.93	-1.196525	13.10819
15.94	-1.197025	17.36959
15.950000000000001	-1.197525	22.43668
15.96	-1.198025	13.16735
15.97	-1.198525	22.59488
15.98	-1.199025	12.56106
15.99	-1.199525	22.80805
16.0	-1.199975	14.07584
16.01	-1.199475	26.58917
16.02	-1.198975	-2.060311
16.03	-1.198475	9.644398
16.04	-1.197975	-0.698805
16.05	-1.197475	2.952443
16.06	-1.196975	12.45496
16.07	-1.196475	5.308855
16.080000000000002	-1.195975	13.18696
16.09	-1.195475	0.539766
16.1	-1.194975	11.19759
16.11	-1.194475	10.85124
16.12	-1.193975	16.71347
16.13	-1.193475	13.14515
16.14	-1.192975	21.90148
16.15	-1.192475	23.68459
16.16	-1.191975	15.30578
16.17	-1.191475	9.953207
16.18	-1.190975	21.37311
16.19	-1.190475	8.887251
16.2	-1.189975	13.52822
16.21	-1.189475	17.87005
16.22	-1.188975	5.092846
16.23	-1.188475	25.15988
16.240000000000002	-1.187975	5.172074
16.25	-1.187474	21.72558
16.26	-1.186975	18.12295
16.27	-1.186474	13.62613
16.28	-1.185974	14.2869
16.29	-1.185474	-4.008653
16.3	-1.184974	16.21532
16.31	-1.184474	31.51552
16.32	-1.183974	14.13629
16.330000000000002	-1.183474	7.200109
16.34	-1.182974	2.306502
16.35	-1.182474	8.724347
16.36	-1.181974	24.27042
16.37	-1.181474	6.019841
16.38	-1.180974	12.90433
16.39	-1.180474	19.3126
16.4	-1.179974	3.012445
16.41	-1.179474	2.718277
16.42	-1.178974	-0.17356
16.43	-1.178474	6.842903
16.44	-1.177974	16.38667
16.45	-1.177474	13.49819
16.46	-1.176974	23.71285
16.47	-1.176474	3.138692
16.48	-1.175974	5.464549
16.490000000000002	-1.175474	17.93748
16.5	-1.174974	13.7066
16.51	-1.174474	24.70716
16.52	-1.173974	20.51265
16.53	-1.173474	24.72218
16.54	-1.172974	14.9547
16.55	-1.172474	10.77242
16.56	-1.171974	3.55818
16.57	-1.171474	10.7063
16.580000000000002	-1.170974	13.98228
16.59	-1.170474	12.12274
16.6	-1.169974	27.63568
16.61	-1.169474	10.15115
16.62	-1.168974	22.83975
16.63	-1.168474	11.26811
16.64	-1.167974	7.082304
16.65	-1.167474	9.397734
16.66	-1.166974	15.87724
16.67	-1.166474	7.151677
16.68	-1.165974	7.216142
16.69	-1.165474	7.966579
16.7	-1.164974	10.57489
16.71	-1.164474	5.231876
16.72	-1.163974	6.909412
16.73	-1.163474	7.753219
16.740000000000002	-1.162974	17.27053
16.75	-1.162474	-7.459641
16.76	-1.161974	22.79209
16.77	-1.161474	16.17991
16.78	-1.160974	-4.805248
16.79	-1.160474	19.41462
16.8	-1.159974	12.25979
16.81	-1.159474	4.233107
16.82	-1.158974	8.973577
16.830000000000002	-1.158474	11.16509
16.84	-1.157974	13.98798
16.85	-1.157474	3.574755
16.86	-1.156974	12.63192
16.87	-1.156474	7.242558
16.88	-1.155974	11.7251
16.89	-1.155473	20.5425
16.9	-1.154974	12.96282
16.91	-1.154474	25.47594
16.92	-1.153973	18.2265
16.93	-1.153474	12.36283
16.94	-1.152973	7.824933
16.95	-1.152473	13.82839
16.96	-1.151973	11.3602
16.97	-1.151473	0.208606
16.98	-1.150973	10.7835
16.990000000000002	-1.150473	8.174908
17.0	-1.149973	13.0428
17.01	-1.149473	13.82761
17.02	-1.148973	9.694811
17.03	-1.148473	12.21437
17.04	-1.147973	11.34993
17.05	-1.147473	18.18257
17.06	-1.146973	5.615654
17.07	-1.146473	5.476769
17.080000000000002	-1.145973	22.88214
17.09	-1.145473	15.91242
17.1	-1.144973	15.26686
17.11	-1.144473	15.25556
17.12	-1.143973	20.1931
17.13	-1.143473	10.93106
17.14	-1.142973	11.04662
17.150000000000002	-1.142473	24.59471
17.16	-1.141973	5.206465
17.17	-1.141473	9.208144
17.18	-1.140973	4.746697
17.19	-1.140473	24.22627
17.2	-1.139973	12.18996
17.21	-1.139473	15.80438
17.22	-1.138973	11.64394
17.23	-1.138473	9.23276
17.240000000000002	-1.137973	5.34059
17.25	-1.137473	7.513092
17.26	-1.136973	11.69884
17.27	-1.136473	11.84489
17.28	-1.135973	19.82402
17.29	-1.135473	13.1123
17.3	-1.134973	17.06792
17.31	-1.134473	7.595902
17.32	-1.133973	5.460755
17.330000000000002	-1.133473	11.55317
17.34	-1.132973	6.099501
17.35	-1.132473	22.33983
17.36	-1.131973	10.90563
17.37	-1.131473	10.96062
17.38	-1.130973	4.495026
17.39	-1.130473	17.58784
17.400000000000002	-1.129973	15.0226
17.41	-1.129473	-13.88882
17.42	-1.128973	11.35929
17.43	-1.128473	7.925889
17.44	-1.127973	7.447354
17.45	-1.127473	23.64938
17.46	-1.126973	9.703761
17.47	-1.126473	7.449582
17.48	-1.125973	16.7388
17.490000000000002	-1.125473	11.91047
17.5	-1.124973	12.3522
17.51	-1.124473	14.8235
17.52	-1.123973	25.38317
17.53	-1.123473	10.63695
17.54	-1.122972	24.94518
17.55	-1.122473	21.65804
17.56	-1.121972	7.763072
17.57	-1.121472	5.593279
17.580000000000002	-1.120972	10.08093
17.59	-1.120472	7.125719
17.6	-1.119972	6.876069
17.61	-1.119472	12.78329
17.62	-1.118972	9.579917
17.63	-1.118472	13.99787
17.64	-1.117972	5.631454
17.650000000000002	-1.117472	23.14148
17.66	-1.116972	12.51502
17.67	-1.116472	25.78234
17.68	-1.115972	0.603268
17.69	-1.115472	20.07882
17.7	-1.114972	24.06246
17.71	-1.114472	6.339543
17.72	-1.113972	15.00109
17.73	-1.113472	21.82994
17.740000000000002	-1.112972	11.23927
17.75	-1.112472	10.61303
17.76	-1.111972	-1.783627
17.77	-1.111472	10.30181
17.78	-1.110972	19.57038
17.79	-1.110472	22.4678
17.8	-1.109972	14.07496
17.81	-1.109472	13.22917
17.82	-1.108972	15.30009
17.830000000000002	-1.108472	11.33879
17.84	-1.107972	6.998371
17.85	-1.107472	13.38388
17.86	-1.106972	10.79014
17.87	-1.106472	15.75188
17.88	-1.105972	2.485968
17.89	-1.105472	12.65275
17.900000000000002	-1.104972	11.79138
17.91	-1.104472	16.52186
